ID,store_ID,posSystem_ID,article_ID,detectedOn,pattern,severity,criticality,state,anomalyScore,cancellationRate,baselineRate,valueAtRisk,currency_code,evidence,recommendedAction
SA-000242,WDF02,PF-WDF02,AR00432,2026-06-10,STOCK_VARIANCE,MEDIUM,2,OPEN,38.99,0.75,0.8723,21,EUR,Counted stock runs 13.9% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000243,STR01,PF-STR01,AR00055,2026-06-19,STOCK_VARIANCE,MEDIUM,2,OPEN,38.98,0.6154,0.4713,20,EUR,"Counted stock runs 14.0% below book stock across 21 daily counts. Cancellation rate 61.5% against a network baseline of 47.1% for this article (3 events, 8 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000244,HAM01,PF-HAM01,AR00397,2026-04-06,STOCK_VARIANCE,MEDIUM,2,OPEN,38.98,0.2593,0.35,17.5,EUR,Counted stock runs 14.4% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000245,STR01,PF-STR01,AR00208,2026-06-19,STOCK_VARIANCE,MEDIUM,2,OPEN,38.95,0.3158,0.1728,3,EUR,"Counted stock runs 19.2% below book stock across 21 daily counts. Cancellation rate 31.6% against a network baseline of 17.3% for this article (4 events, 6 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000246,WDF02,SM-WDF02,AR90025,2026-02-24,BASKET_ABANDONED,MEDIUM,2,OPEN,38.85,0.9,0.5085,10.8,EUR,"Cancellation rate 90.0% against a network baseline of 50.8% for this article (3 events, 9 units).",Review basket abandonment at this terminal with the shift lead.
SA-000247,STR01,PF-STR01,AR00064,2026-06-23,RFID_MISREAD,MEDIUM,2,OPEN,38.85,0.6154,0.3661,20,EUR,"Cancellation rate 61.5% against a network baseline of 36.6% for this article (5 events, 8 units). Counted stock runs 13.8% below book stock across 21 daily counts.",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000248,STR01,PF-STR01,AR90041,2026-05-21,STOCK_VARIANCE,MEDIUM,2,OPEN,38.84,0.5385,0.473,11.9,EUR,"Counted stock runs 15.5% below book stock across 21 daily counts. Cancellation rate 53.8% against a network baseline of 47.3% for this article (3 events, 7 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000249,WDF01,SM01,AR90019,2026-04-24,STOCK_VARIANCE,MEDIUM,2,OPEN,38.82,0.125,0.2188,17.55,EUR,Counted stock runs 14.3% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000250,HAM01,PF-HAM01,AR00286,2026-06-19,STOCK_VARIANCE,MEDIUM,2,OPEN,38.79,0.375,0.3113,10.8,EUR,"Counted stock runs 15.7% below book stock across 21 daily counts. Cancellation rate 37.5% against a network baseline of 31.1% for this article (4 events, 9 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000251,STR01,PF-STR01,AR00324,2026-04-20,STOCK_VARIANCE,MEDIUM,2,OPEN,38.67,0.5714,0.6,13.2,EUR,Counted stock runs 15.1% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000252,WDF02,PF-WDF02,AR00294,2026-03-31,STOCK_VARIANCE,MEDIUM,2,OPEN,38.63,0.4286,0.2529,13.2,EUR,"Counted stock runs 15.0% below book stock across 21 daily counts. Cancellation rate 42.9% against a network baseline of 25.3% for this article (4 events, 6 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000253,HAM01,PF-HAM01,AR00214,2026-05-18,RFID_MISREAD,MEDIUM,2,OPEN,38.63,0.8571,0.4902,12,EUR,"Cancellation rate 85.7% against a network baseline of 49.0% for this article (6 events, 12 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000254,WDF02,PF-WDF02,AR00201,2026-06-18,RFID_MISREAD,MEDIUM,2,OPEN,38.6,1,0.75,189,EUR,"Cancellation rate 100.0% against a network baseline of 75.0% for this article (4 events, 7 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000255,WDF01,PF02,AR00333,2026-05-10,STOCK_VARIANCE,MEDIUM,2,OPEN,38.5,0.5588,0.4215,42.76,EUR,"Counted stock runs 11.4% below book stock across 21 daily counts. Cancellation rate 55.9% against a network baseline of 42.1% for this article (7 events, 19 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000256,HAM01,PF-HAM01,AR90029,2026-05-01,STOCK_VARIANCE,MEDIUM,2,OPEN,38.47,0.2857,0.2432,12.8,EUR,"Counted stock runs 15.0% below book stock across 21 daily counts. Cancellation rate 28.6% against a network baseline of 24.3% for this article (3 events, 8 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000257,WDF01,MOB1,AR00040,2026-06-01,STOCK_VARIANCE,MEDIUM,2,OPEN,38.33,0.25,0.5185,9.9,EUR,Counted stock runs 15.7% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000258,MUC01,PF-MUC01,AR90014,2026-06-14,STOCK_VARIANCE,MEDIUM,2,OPEN,38.32,0.2698,0.1806,28.9,EUR,"Counted stock runs 12.5% below book stock across 21 daily counts. Cancellation rate 27.0% against a network baseline of 18.1% for this article (7 events, 17 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000259,WDF01,SM01,AR00080,2026-04-13,STOCK_VARIANCE,MEDIUM,2,OPEN,38.27,0.1563,0.2,31.5,EUR,Counted stock runs 12.2% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000260,WDF01,MOB1,AR00136,2026-05-17,STOCK_VARIANCE,MEDIUM,2,OPEN,38.2,0.0316,0.0877,8.1,EUR,Counted stock runs 16.2% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000261,WDF02,PF-WDF02,AR00378,2026-06-19,STOCK_VARIANCE,MEDIUM,2,OPEN,38.16,0.7143,0.5821,21.25,EUR,"Counted stock runs 13.3% below book stock across 21 daily counts. Cancellation rate 71.4% against a network baseline of 58.2% for this article (3 events, 5 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000262,MUC01,SM-MUC01,AR00285,2026-06-18,STOCK_VARIANCE,MEDIUM,2,OPEN,38.1,0.4,0.3711,11.8,EUR,"Counted stock runs 15.0% below book stock across 21 daily counts. Cancellation rate 40.0% against a network baseline of 37.1% for this article (3 events, 4 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000263,WDF01,PF02,AR00002,2026-05-13,STOCK_VARIANCE,MEDIUM,2,OPEN,38.07,0.6279,0.4,13.5,EUR,"Counted stock runs 14.6% below book stock across 21 daily counts. Cancellation rate 62.8% against a network baseline of 40.0% for this article (10 events, 27 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000264,MUC01,PF-MUC01,AR00286,2026-06-29,STOCK_VARIANCE,MEDIUM,2,OPEN,37.91,0.4118,0.3113,8.4,EUR,"Counted stock runs 15.9% below book stock across 21 daily counts. Cancellation rate 41.2% against a network baseline of 31.1% for this article (4 events, 7 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000265,MUC01,PF-MUC01,AR00419,2026-05-20,RFID_MISREAD,MEDIUM,2,OPEN,37.9,1,0.7755,220,EUR,"Cancellation rate 100.0% against a network baseline of 77.6% for this article (3 events, 5 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000266,MUC01,PF-MUC01,AR90012,2026-04-30,STOCK_VARIANCE,MEDIUM,2,OPEN,37.86,0.1094,0.1921,11.9,EUR,Counted stock runs 14.9% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000267,HAM01,PF-HAM01,AR00138,2026-02-10,STOCK_VARIANCE,MEDIUM,2,OPEN,37.79,0.1579,0.1773,18,EUR,Counted stock runs 13.6% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000268,WDF01,PF02,AR00129,2026-05-10,STOCK_VARIANCE,MEDIUM,2,OPEN,37.77,0.5263,0.4651,14,EUR,"Counted stock runs 14.3% below book stock across 21 daily counts. Cancellation rate 52.6% against a network baseline of 46.5% for this article (8 events, 10 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000269,HAM01,PF-HAM01,AR00056,2026-04-08,STOCK_VARIANCE,MEDIUM,2,OPEN,37.71,0.3333,0.3861,22.5,EUR,Counted stock runs 12.9% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000270,WDF01,PF02,AR00320,2026-01-13,STOCK_VARIANCE,MEDIUM,2,OPEN,37.65,0.1818,0.1979,4.8,EUR,Counted stock runs 17.3% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000271,WDF01,PF02,AR00137,2026-06-23,STOCK_VARIANCE,MEDIUM,2,OPEN,37.63,0.2157,0.1968,29.7,EUR,"Counted stock runs 12.0% below book stock across 21 daily counts. Cancellation rate 21.6% against a network baseline of 19.7% for this article (7 events, 11 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000272,HAM01,PF-HAM01,AR00040,2026-07-02,STOCK_VARIANCE,MEDIUM,2,OPEN,37.6,0.4286,0.5185,29.7,EUR,Counted stock runs 12.0% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000273,HAM01,PF-HAM01,AR00207,2026-07-03,STOCK_VARIANCE,MEDIUM,2,OPEN,37.6,0.1905,0.2989,4,EUR,Counted stock runs 17.7% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000274,HAM01,PF-HAM01,AR00404,2026-06-01,STOCK_VARIANCE,MEDIUM,2,OPEN,37.58,0.3182,0.2621,8.4,EUR,"Counted stock runs 15.7% below book stock across 21 daily counts. Cancellation rate 31.8% against a network baseline of 26.2% for this article (3 events, 7 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000275,MUC01,SM-MUC01,AR00080,2026-06-02,STOCK_VARIANCE,MEDIUM,2,OPEN,37.56,0.1277,0.2,15,EUR,Counted stock runs 14.0% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000276,BLN01,SM-BLN01,AR90036,2026-05-21,STOCK_VARIANCE,MEDIUM,2,OPEN,37.54,0.1023,0.108,15.3,EUR,Counted stock runs 13.9% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000277,WDF02,PF-WDF02,AR00398,2026-06-19,STOCK_VARIANCE,MEDIUM,2,OPEN,37.53,0.75,0.5217,14.1,EUR,"Counted stock runs 14.2% below book stock across 21 daily counts. Cancellation rate 75.0% against a network baseline of 52.2% for this article (3 events, 6 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000278,BLN01,SM-BLN01,AR00211,2026-06-24,STOCK_VARIANCE,MEDIUM,2,OPEN,37.52,0.3333,0.34,10.8,EUR,Counted stock runs 14.9% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000279,MUC01,PF-MUC01,AR00162,2026-06-05,RFID_MISREAD,MEDIUM,2,OPEN,37.5,0.9091,0.5882,38,EUR,"Cancellation rate 90.9% against a network baseline of 58.8% for this article (5 events, 10 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000280,WDF02,PF-WDF02,AR90016,2026-05-11,STOCK_VARIANCE,MEDIUM,2,OPEN,37.47,0.5,0.3585,11.9,EUR,"Counted stock runs 14.6% below book stock across 21 daily counts. Cancellation rate 50.0% against a network baseline of 35.8% for this article (3 events, 7 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000281,MUC01,SM-MUC01,AR00138,2026-03-11,STOCK_VARIANCE,MEDIUM,2,OPEN,37.47,0.2593,0.1773,14,EUR,"Counted stock runs 14.2% below book stock across 21 daily counts. Cancellation rate 25.9% against a network baseline of 17.7% for this article (3 events, 7 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000282,WDF01,PF02,AR90014,2026-06-01,RFID_MISREAD,MEDIUM,2,OPEN,37.35,0.2778,0.1806,38.6,EUR,"Cancellation rate 27.8% against a network baseline of 18.1% for this article (30 events, 30 units). Counted stock runs 10.4% below book stock across 21 daily counts.",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000283,WDF01,MOB1,AR00001,2026-01-17,STOCK_VARIANCE,MEDIUM,2,OPEN,37.34,0.0652,0.1783,3,EUR,Counted stock runs 18.3% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000284,HAM01,PF-HAM01,AR00024,2026-04-06,STOCK_VARIANCE,MEDIUM,2,OPEN,37.34,0.1311,0.163,20,EUR,Counted stock runs 13.0% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000285,WDF01,PF02,AR00283,2026-03-10,STOCK_VARIANCE,MEDIUM,2,OPEN,37.28,0.2353,0.2817,11.8,EUR,Counted stock runs 14.5% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000286,MUC01,PF-MUC01,AR00109,2026-05-27,RFID_MISREAD,MEDIUM,2,OPEN,37.27,0.6667,0.4,16,EUR,"Cancellation rate 66.7% against a network baseline of 40.0% for this article (4 events, 8 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000287,WDF02,PF-WDF02,AR00005,2026-04-30,RFID_MISREAD,MEDIUM,2,OPEN,37.2,0.3889,0.2183,7,EUR,"Cancellation rate 38.9% against a network baseline of 21.8% for this article (3 events, 7 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000288,WDF01,PF02,AR00209,2026-06-24,RFID_MISREAD,MEDIUM,2,OPEN,37.16,0.5811,0.3586,21.48,EUR,"Cancellation rate 58.1% against a network baseline of 35.9% for this article (20 events, 43.002 units). Counted stock runs 12.0% below book stock across 21 daily counts.",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000289,WDF01,PF02,AR00448,2026-03-21,STOCK_VARIANCE,MEDIUM,2,OPEN,36.99,0.2857,0.4177,15.56,EUR,Counted stock runs 13.6% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000290,WDF01,SM01,AR00448,2026-06-17,STOCK_VARIANCE,MEDIUM,2,OPEN,36.99,0.2857,0.4177,15.56,EUR,Counted stock runs 13.6% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000291,WDF01,PF02,AR00041,2026-02-15,STOCK_VARIANCE,MEDIUM,2,OPEN,36.93,0.25,0.1882,16.5,EUR,"Counted stock runs 13.3% below book stock across 21 daily counts. Cancellation rate 25.0% against a network baseline of 18.8% for this article (5 events, 5 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000292,WDF01,PF02,AR00185,2026-04-20,STOCK_VARIANCE,MEDIUM,2,OPEN,36.9,0.3636,0.3983,18,EUR,Counted stock runs 13.1% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000293,HAM01,PF-HAM01,AR90055,2026-05-05,STOCK_VARIANCE,MEDIUM,2,OPEN,36.9,0.1754,0.3088,17,EUR,Counted stock runs 13.2% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000294,STR01,PF-STR01,AR00210,2026-03-17,STOCK_VARIANCE,MEDIUM,2,OPEN,36.88,0.3,0.2629,7.2,EUR,"Counted stock runs 15.7% below book stock across 21 daily counts. Cancellation rate 30.0% against a network baseline of 26.3% for this article (3 events, 6 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000295,MUC01,PF-MUC01,AR00398,2026-04-08,RFID_MISREAD,MEDIUM,2,OPEN,36.83,0.8333,0.5217,23.5,EUR,"Cancellation rate 83.3% against a network baseline of 52.2% for this article (4 events, 10 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000296,MUC01,SM-MUC01,AR00404,2026-06-07,STOCK_VARIANCE,MEDIUM,2,OPEN,36.62,0.2308,0.2621,3.6,EUR,Counted stock runs 17.4% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000297,HAM01,PF-HAM01,AR00289,2026-03-30,STOCK_VARIANCE,MEDIUM,2,OPEN,36.6,0.087,0.1464,17.6,EUR,Counted stock runs 12.9% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000298,MUC01,SM-MUC01,AR90009,2026-02-23,STOCK_VARIANCE,MEDIUM,2,OPEN,36.52,0.1714,0.1057,9.6,EUR,"Counted stock runs 14.7% below book stock across 21 daily counts. Cancellation rate 17.1% against a network baseline of 10.6% for this article (3 events, 6 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000299,MUC01,PF-MUC01,AR00027,2026-04-24,STOCK_VARIANCE,MEDIUM,2,OPEN,36.51,0.5789,0.705,13.2,EUR,Counted stock runs 13.7% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000300,BLN01,SM-BLN01,AR00276,2026-03-25,STOCK_VARIANCE,MEDIUM,2,OPEN,36.39,0.1163,0.1886,12,EUR,Counted stock runs 14.0% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000301,STR01,PF-STR01,AR00081,2026-06-29,STOCK_VARIANCE,MEDIUM,2,OPEN,36.38,0.3529,0.3148,15,EUR,"Counted stock runs 13.3% below book stock across 21 daily counts. Cancellation rate 35.3% against a network baseline of 31.5% for this article (3 events, 6 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000302,MUC01,PF-MUC01,AR00004,2026-05-18,RFID_MISREAD,MEDIUM,2,OPEN,36.33,0.6,0.3309,4.5,EUR,"Cancellation rate 60.0% against a network baseline of 33.1% for this article (4 events, 9 units). Counted stock runs 15.6% below book stock across 21 daily counts.",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000303,STR01,PF-STR01,AR00441,2026-04-27,RFID_MISREAD,MEDIUM,2,OPEN,36.3,0.8571,0.5254,16.74,EUR,"Cancellation rate 85.7% against a network baseline of 52.5% for this article (3 events, 6 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000304,WDF01,PF02,AR00011,2026-06-08,STOCK_VARIANCE,MEDIUM,2,OPEN,36.29,0.1429,0.1348,9,EUR,"Counted stock runs 14.7% below book stock across 21 daily counts. Cancellation rate 14.3% against a network baseline of 13.5% for this article (9 events, 9 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000305,MUC01,PF-MUC01,AR90031,2026-06-05,STOCK_VARIANCE,MEDIUM,2,OPEN,36.28,0.2727,0.2075,10.8,EUR,"Counted stock runs 14.2% below book stock across 21 daily counts. Cancellation rate 27.3% against a network baseline of 20.8% for this article (6 events, 9 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000306,MUC01,PF-MUC01,AR00095,2026-06-02,RFID_MISREAD,MEDIUM,2,OPEN,36.25,0.625,0.375,13,EUR,"Cancellation rate 62.5% against a network baseline of 37.5% for this article (3 events, 5 units).",Re-tag the facing and run an RFID read test at the gate antenna.
